#This file was generated on Wed Aug 31 17:20:35 2022
#Using the somd command, of the molecular library Sire version <2022.3.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 200000 moves, 10 cycles and 4000 ps of simulation time 
#Generating lambda is		 0.37500
#Alchemical array is		 (0.0, 0.125, 0.25, 0.375, 0.5, 0.625, 0.75, 0.875, 1.0)
#Generating temperature is 	300 t
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -6.61894624e+04            1.29839812e+01            9.86888725e-01            1.01285186e+00     9.812111979255194e+03     9.720879442485650e+03     9.703651164136509e+03     9.701239795076366e+03     9.706380629480036e+03     9.718833655908757e+03     9.739507133637337e+03     9.769496376137258e+03     9.809967965441474e+03
     250           -6.40243916e+04            5.06799524e+00            9.94746320e-01            1.00488033e+00     9.736989869123545e+03     9.609771969804902e+03     9.591658617970101e+03     9.588562124225324e+03     9.592482065451786e+03     9.603345803466860e+03     9.622131359546975e+03     9.649960008082386e+03     9.688009320603145e+03
     500           -6.34627588e+04            5.06587240e+01            9.50406457e-01            1.05174629e+00     9.786513725117522e+03     9.730398016340421e+03     9.722069839579130e+03     9.724781013650161e+03     9.734598900846731e+03     9.751902535411367e+03     9.777738254989796e+03     9.813242413561533e+03     9.859598044791599e+03
     750           -6.30114152e+04            4.96211479e+01            9.51388357e-01            1.05065036e+00     9.780827369380684e+03     9.714467159612115e+03     9.704680999369286e+03     9.707033800980951e+03     9.716875430614318e+03     9.734451747695177e+03     9.760759264530947e+03     9.796903412060916e+03     9.844039800892597e+03
    1000           -6.31427846e+04            1.32560907e+01            9.86624431e-01            1.01313183e+00     9.850356155698848e+03     9.724534236328980e+03     9.705585062732278e+03     9.703169955496831e+03     9.708308286112933e+03     9.720688264723267e+03     9.741237824502541e+03     9.771065361289397e+03     9.811345890040886e+03
    1250           -6.28034062e+04           -2.75166920e+01            1.02771629e+00            9.72685728e-01     9.687203465090028e+03     9.612725370679125e+03     9.596185206524164e+03     9.589686540198258e+03     9.589199928427926e+03     9.595149538160022e+03     9.608568337735202e+03     9.630568253320238e+03     9.662309727612746e+03
    1500           -6.30347224e+04            2.68832320e+01            9.73279579e-01            1.02704173e+00     9.760579518127191e+03     9.693363551205477e+03     9.680251152091618e+03     9.679850773343271e+03     9.686618550480463e+03     9.700586407028268e+03     9.722744796382694e+03     9.754232460089508e+03     9.796248790681249e+03
    1750           -6.28746266e+04            1.34204732e+01            9.86487874e-01            1.01332469e+00     9.685588773462729e+03     9.619148671609937e+03     9.606409368327455e+03     9.604647164510239e+03     9.609610046319463e+03     9.621646266261067e+03     9.641782920360443e+03     9.671138425411724e+03     9.710882844600526e+03
    2000           -6.30933644e+04            4.84168354e+01            9.52553047e-01            1.04940590e+00     9.675589038742073e+03     9.629064464385565e+03     9.621876849476241e+03     9.624441574294100e+03     9.633973572268120e+03     9.651043633951955e+03     9.676712907831801e+03     9.712102395138449e+03     9.758374708948988e+03
    2250           -6.30849267e+04            1.14302682e+01            9.88453486e-01            1.01131033e+00     9.744070484665001e+03     9.696273062936332e+03     9.685194650590687e+03     9.683364354607293e+03     9.688036884086245e+03     9.699772850626396e+03     9.719631501088721e+03     9.748731983763231e+03     9.788233021654432e+03
    2500           -6.28807403e+04            2.78986990e-01            9.99546406e-01            1.00010428e+00     9.655171435651555e+03     9.601530395437656e+03     9.589117508107121e+03     9.586037474218459e+03     9.589129636566569e+03     9.598896302242734e+03     9.616407430045427e+03     9.642806688067090e+03     9.679284586944061e+03
    2750           -6.30242013e+04            1.69419826e+01            9.83008398e-01            1.01688736e+00     9.734347159847684e+03     9.651401860866950e+03     9.636339236906253e+03     9.634708956529748e+03     9.640196401322299e+03     9.652807856179101e+03     9.673524172146434e+03     9.703467941899147e+03     9.743816681677952e+03
    3000           -6.30866294e+04            1.61335814e+01            9.83808004e-01            1.01607041e+00     9.674952535155086e+03     9.624316667466910e+03     9.613540150517189e+03     9.612290183198220e+03     9.617531896374177e+03     9.629785425076039e+03     9.650111606054375e+03     9.679640475070288e+03     9.719549098513642e+03
    3250           -6.31435556e+04           -1.47533226e+00            1.00129091e+00            9.98340787e-01     9.657168232404134e+03     9.603952643552264e+03     9.590875164810890e+03     9.587451289760716e+03     9.590429487307134e+03     9.600267464553926e+03     9.618003040248030e+03     9.644752455778362e+03     9.681675921815136e+03
    3500           -6.31461932e+04            1.85780988e+01            9.81395104e-01            1.01854593e+00     9.812473344342496e+03     9.701628913720717e+03     9.686731365452042e+03     9.685382846333765e+03     9.691089613804803e+03     9.704018055445946e+03     9.725173178171508e+03     9.755665174400081e+03     9.796655242429497e+03
    3750           -6.32101924e+04            8.34470386e+00            9.91511530e-01            1.00819813e+00     9.700352981798791e+03     9.612894467666407e+03     9.599676423678176e+03     9.597470578924122e+03     9.601632454237973e+03     9.612570016632091e+03     9.631345916653596e+03     9.659102508869704e+03     9.697025114576953e+03
    4000           -6.31332340e+04            2.48082299e+01            9.75308594e-01            1.02492056e+00     9.611625807524299e+03     9.565542824532822e+03     9.555935422276167e+03     9.555729265990252e+03     9.562108324623870e+03     9.575609188810613e+03     9.597298198467377e+03     9.628310795154344e+03     9.669830037496451e+03
    4250           -6.30775067e+04           -8.63566666e+00            1.00844582e+00            9.91178158e-01     9.896945269533457e+03     9.674102280634519e+03     9.646374621451387e+03     9.640832974248458e+03     9.643239684402637e+03     9.652712455210425e+03     9.670089897410273e+03     9.696462622579116e+03     9.733000255174877e+03
    4500           -6.30696709e+04           -1.55863679e+01            1.01550037e+00            9.84332763e-01     9.981877973708722e+03     9.775052599965031e+03     9.752324504257333e+03     9.746649409734637e+03     9.747925223800481e+03     9.756009786716670e+03     9.771866824929017e+03     9.796600719941885e+03     9.831375925933175e+03
    4750           -6.31555117e+04            7.05806400e+00            9.92778447e-01            1.00689201e+00     9.651445511210841e+03     9.599645569008851e+03     9.587283555194330e+03     9.584860535405265e+03     9.588939612016935e+03     9.599932393186356e+03     9.618879653998123e+03     9.646910097940163e+03     9.685199418804388e+03
    5000           -6.32659185e+04           -6.21995475e+00            1.00605537e+00            9.93617656e-01     9.708549391183868e+03     9.663447983175060e+03     9.650861706374049e+03     9.647042416731376e+03     9.649274311823970e+03     9.658093852133919e+03     9.674574369380258e+03     9.699859064064141e+03     9.735132779294518e+03
    5250           -6.31416973e+04           -1.34236715e+01            1.01333916e+00            9.86495648e-01     9.667609792886145e+03     9.619166262373257e+03     9.605706560595410e+03     9.601024465662509e+03     9.602317968978230e+03     9.610124513250799e+03     9.625514498092174e+03     9.649626794651413e+03     9.683642379762985e+03
    5500           -6.29994545e+04            2.25672188e+01            9.77493025e-01            1.02262241e+00     9.806430929539443e+03     9.744690263991552e+03     9.732926083793705e+03     9.732212826451223e+03     9.738409583270302e+03     9.751848218792482e+03     9.773544343719517e+03     9.804610043927474e+03     9.846208344046856e+03
    5750           -6.28692234e+04            1.54327902e+01            9.84479819e-01            1.01534017e+00     9.777383640001215e+03     9.630916339304196e+03     9.611588439327970e+03     9.609461452238977e+03     9.614854870598534e+03     9.627475508849966e+03     9.648262870273462e+03     9.678326142781949e+03     9.718833198374366e+03
    6000           -6.31352933e+04            1.62829685e+01            9.83634531e-01            1.01619481e+00     9.849648264153791e+03     9.673879725431889e+03     9.653210341664140e+03     9.651133351854081e+03     9.656621550131313e+03     9.669295891212008e+03     9.690097566269020e+03     9.720143065926975e+03     9.760605009702605e+03
    6250           -6.32829412e+04            1.36580088e+00            9.98389195e-01            1.00112013e+00     9.921167424773288e+03     9.680623606369189e+03     9.649665685240228e+03     9.644721542932914e+03     9.648687235757519e+03     9.660123142050988e+03     9.679746822586543e+03     9.708615171328205e+03     9.747883829327398e+03
    6500           -6.32208615e+04            7.01792733e-01            9.99094093e-01            1.00049739e+00     9.699493831810443e+03     9.643297406573776e+03     9.629132888014521e+03     9.625710426661622e+03     9.629122480163567e+03     9.639626700285866e+03     9.658197808718120e+03     9.685928322793839e+03     9.723977957119996e+03
    6750           -6.30195732e+04           -1.82769572e+01            1.01825912e+00            9.81709842e-01     9.685761629329934e+03     9.634148996666721e+03     9.618867144765867e+03     9.613369589068832e+03     9.614148200669890e+03     9.621533381893201e+03     9.636537609031848e+03     9.660280465577216e+03     9.693937422589544e+03
    7000           -6.31091076e+04            8.50212779e+00            9.91356684e-01            1.00835811e+00     9.729815515240933e+03     9.696132523494232e+03     9.686682981295788e+03     9.684776402655229e+03     9.688917655926591e+03     9.699865684382497e+03     9.718727686332835e+03     9.746645081146085e+03     9.784794593266421e+03
    7250           -6.32173460e+04            1.57394899e+01            9.84110954e-01            1.01558251e+00     1.041458634967866e+04     9.815038589146458e+03     9.768409696794828e+03     9.764189454244626e+03     9.770256435016294e+03     9.784173315364236e+03     9.806586151796755e+03     9.838541126642765e+03     9.881178619626820e+03
    7500           -6.33179471e+04            2.80752744e+01            9.72121143e-01            1.02826786e+00     9.754268412798210e+03     9.673662719614962e+03     9.661518534712444e+03     9.661448336530711e+03     9.668335402228851e+03     9.682465044776878e+03     9.704862651451305e+03     9.736649558240086e+03     9.778993411003494e+03
    7750           -6.31446312e+04            2.38278163e+01            9.76263315e-01            1.02391416e+00     9.814583283018366e+03     9.727832822927639e+03     9.714582323929999e+03     9.713987607279358e+03     9.720277123670367e+03     9.733660505826192e+03     9.755168744093105e+03     9.785937187291220e+03     9.827144871922552e+03
    8000           -6.32262463e+04            3.12061253e+00            9.96717564e-01            1.00295776e+00     9.683579775820359e+03     9.635509817152339e+03     9.625130576416834e+03     9.622653722643243e+03     9.626008672649916e+03     9.635957629126264e+03     9.653626850162531e+03     9.680170856515622e+03     9.716772698208328e+03
    8250           -6.33570087e+04            2.02606997e+01            9.79759564e-01            1.02027614e+00     9.727798970030124e+03     9.667609700018020e+03     9.655979323908818e+03     9.655103949612469e+03     9.660894079094258e+03     9.673711233684013e+03     9.694602384064263e+03     9.724706189220582e+03     9.765208271773685e+03
    8500           -6.33750960e+04            3.58326194e+00            9.96239639e-01            1.00340486e+00     9.665914943381587e+03     9.625616330882549e+03     9.614327271238497e+03     9.611638435511879e+03     9.615222531189662e+03     9.625652780123213e+03     9.643992419569466e+03     9.671370735896129e+03     9.708959318317771e+03
    8750           -6.31858578e+04           -9.77357077e+00            1.00962193e+00            9.90078342e-01     9.718877779207995e+03     9.616207177560238e+03     9.597207280844441e+03     9.592302241571670e+03     9.594331926471425e+03     9.603219772929824e+03     9.619924372199050e+03     9.645553751298645e+03     9.681272669026643e+03
    9000           -6.32482284e+04           -4.04439972e+00            1.00380669e+00            9.95719849e-01     9.820761904059096e+03     9.633634723081110e+03     9.604828290454578e+03     9.599357706926014e+03     9.602660218300283e+03     9.613518886345015e+03     9.632661219492969e+03     9.661125929507783e+03     9.700040268380124e+03
    9250           -6.31398622e+04            4.71653907e+01            9.53739584e-01            1.04808655e+00     9.676634534954937e+03     9.625715107564209e+03     9.617822178565406e+03     9.620231719173613e+03     9.629538263486091e+03     9.646219583125911e+03     9.671346565718448e+03     9.706064984227180e+03     9.751563861611052e+03
    9500           -6.32889814e+04            2.31333436e+01            9.76937985e-01            1.02319960e+00     9.675940405050280e+03     9.598815077229627e+03     9.587387298132267e+03     9.586880192578194e+03     9.593072751422218e+03     9.606410915729608e+03     9.627947225682623e+03     9.658807295700864e+03     9.700164023130172e+03
    9750           -6.33669022e+04            2.64610357e+01            9.73673428e-01            1.02659012e+00     1.027437800608926e+04     9.683212678511642e+03     9.654456715110435e+03     9.653387656939800e+03     9.660233252276663e+03     9.674452451246112e+03     9.697004859240484e+03     9.729002173185752e+03     9.771611051227223e+03
   10000           -6.34685754e+04            4.28617838e+00            9.95547002e-01            1.00411787e+00     9.700520200394156e+03     9.650146780914758e+03     9.638181960713609e+03     9.635548116126951e+03     9.639207165334365e+03     9.649682058185988e+03     9.668043566336150e+03     9.695429319038847e+03     9.733019226607268e+03
   10250           -6.35123678e+04           -3.87868742e+00            1.00369744e+00            9.95941500e-01     9.792442749620059e+03     9.719780777428010e+03     9.704789927810752e+03     9.700915028994659e+03     9.703630393318366e+03     9.713220479218571e+03     9.730691328029239e+03     9.757153955225265e+03     9.793778010755734e+03
