#! FIELDS pp.proj pp.ext file.free der_pp.proj der_pp.ext
#! SET min_pp.proj 0.48356
#! SET max_pp.proj 3.69657
#! SET nbins_pp.proj  365
#! SET periodic_pp.proj false
#! SET min_pp.ext -0.17672
#! SET max_pp.ext 0.913444
#! SET nbins_pp.ext  63
#! SET periodic_pp.ext false
    0.483560000   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.492386951   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.501213901   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.510040852   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.518867802   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.527694753   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.536521703   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.545348654   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.554175604   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.563002555   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.571829505   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.580656456   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.589483407   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.598310357   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.607137308   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.615964258   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.624791209   -0.176720000   -0.000000000   -0.000000000   -0.000000000
    0.633618159   -0.176720000   -0.000000154   -0.000024512   -0.000012336
    0.642445110   -0.176720000   -0.000001159   -0.000174710   -0.000089987
    0.651272060   -0.176720000   -0.000004125   -0.000564801   -0.000319735
    0.660099011   -0.176720000   -0.000013454   -0.001672313   -0.001039227
    0.668925962   -0.176720000   -0.000038013   -0.004216612   -0.002930055
    0.677752912   -0.176720000   -0.000095553   -0.009338916   -0.007349175
    0.686579863   -0.176720000   -0.000213723   -0.018098668   -0.016399771
    0.695406813   -0.176720000   -0.000427153   -0.030760694   -0.032698310
    0.704233764   -0.176720000   -0.000763504   -0.045545168   -0.058303372
    0.713060714   -0.176720000   -0.001226368   -0.058653246   -0.093425453
    0.721887665   -0.176720000   -0.001780673   -0.065518840   -0.135357111
    0.730714615   -0.176720000   -0.002356309   -0.063343229   -0.178810996
    0.739541566   -0.176720000   -0.002876243   -0.053456489   -0.218086934
    0.748368516   -0.176720000   -0.003292460   -0.040920490   -0.249761233
    0.757195467   -0.176720000   -0.003609651   -0.031820940   -0.274365759
    0.766022418   -0.176720000   -0.003875495   -0.029519468   -0.295523720
    0.774849368   -0.176720000   -0.004150001   -0.033511449   -0.317591100
    0.783676319   -0.176720000   -0.004479034   -0.041535662   -0.343756641
    0.792503269   -0.176720000   -0.004892486   -0.052672877   -0.376084873
    0.801330220   -0.176720000   -0.005422384   -0.068263972   -0.417004139
    0.810157170   -0.176720000   -0.006115575   -0.089725639   -0.470222598
    0.818984121   -0.176720000   -0.007019072   -0.115174051   -0.539447645
    0.827811071   -0.176720000   -0.008141241   -0.137789434   -0.625300566
    0.836638022   -0.176720000   -0.009414032   -0.147582043   -0.722462670
    0.845464973   -0.176720000   -0.010681819   -0.135623311   -0.818982385
    0.854291923   -0.176720000   -0.011735783   -0.099379287   -0.899011376
    0.863118874   -0.176720000   -0.012384653   -0.045886934   -0.948167258
    0.871945824   -0.176720000   -0.012537451    0.010333332   -0.959674992
    0.880772775   -0.176720000   -0.012240579    0.053752625   -0.937074793
    0.889599725   -0.176720000   -0.011653153    0.075484060   -0.892362135
    0.898426676   -0.176720000   -0.010970090    0.076063049   -0.840250052
    0.907253626   -0.176720000   -0.010349024    0.063170084   -0.792695422
    0.916080577   -0.176720000   -0.009867616    0.045909827   -0.755624099
    0.924907527   -0.176720000   -0.009528321    0.031862666   -0.729220958
    0.933734478   -0.176720000   -0.009279202    0.026167127   -0.709482155
    0.942561429   -0.176720000   -0.009033460    0.031337808   -0.689769160
    0.951388379   -0.176720000   -0.008694235    0.047035902   -0.662777887
    0.960215330   -0.176720000   -0.008182601    0.069134287   -0.622714934
    0.969042280   -0.176720000   -0.007473987    0.090108173   -0.568013144
    0.977869231   -0.176720000   -0.006618462    0.101138847   -0.502765508
    0.986696181   -0.176720000   -0.005737227    0.095357718   -0.436324436
    0.995523132   -0.176720000   -0.004990743    0.070565594   -0.380772194
    1.004350082   -0.176720000   -0.004534599    0.030708912   -0.347528165
    1.013177033   -0.176720000   -0.004468483   -0.016107981   -0.343579363
    1.022003984   -0.176720000   -0.004809462   -0.059906444   -0.369657132
    1.030830934   -0.176720000   -0.005489982   -0.091706364   -0.420333309
    1.039657885   -0.176720000   -0.006376333   -0.106206271   -0.485588120
    1.048484835   -0.176720000   -0.007313431   -0.103583413   -0.554165486
    1.057311786   -0.176720000   -0.008169096   -0.089342826   -0.616749904
    1.066138736   -0.176720000   -0.008880038   -0.072158898   -0.669144237
    1.074965687   -0.176720000   -0.009466412   -0.062760801   -0.713127094
    1.083792637   -0.176720000   -0.010035210   -0.069295776   -0.756588339
    1.092619588   -0.176720000   -0.010743513   -0.093938203   -0.810827765
    1.101446538   -0.176720000   -0.011732421   -0.131193564   -0.885857268
    1.110273489   -0.176720000   -0.013063158   -0.169283599   -0.985821054
    1.119100440   -0.176720000   -0.014690236   -0.197049489   -1.107102642
    1.127927390   -0.176720000   -0.016500707   -0.211064409   -1.241215731
    1.136754341   -0.176720000   -0.018392506   -0.216840783   -1.380544474
    1.145581291   -0.176720000   -0.020328573   -0.222042587   -1.522350780
    1.154408242   -0.176720000   -0.022315675   -0.228144419   -1.667263401
    1.163235192   -0.176720000   -0.024337692   -0.227999751   -1.814381287
    1.172062143   -0.176720000   -0.026294048   -0.212054655   -1.956683642
    1.180889093   -0.176720000   -0.028021560   -0.176237466   -2.082525874
    1.189716044   -0.176720000   -0.029366285   -0.127410926   -2.180799326
    1.198542995   -0.176720000   -0.030277085   -0.080849011   -2.247759631
    1.207369945   -0.176720000   -0.030848231   -0.052641435   -2.290180236
