# lambda_val.val 1.00000
    1         1.2998057601
    2         1.2462129188
    3         1.4340074932
    4         1.4330654480
    5         1.5265230470
    6         1.3291653306
    7         1.4869576526
    8         1.3617310057
    9         1.4341717053
   10         1.5042806538
   11         1.6184798914
   12         1.5751667669
   13         1.6822515760
   14         1.4703968822
   15         1.2194612258
   16         1.5165296364
   17         1.5522317090
   18         1.7976778745
   19         2.2429013340
   20         1.3311807180
   21         1.3313074558
   22         1.2943901403
   23         1.3519689275
   24         1.2361508263
   25         1.3311907444
   26         1.4592582666
   27         1.2130590082
   28         1.2534597066
   29         1.3718426799
   30         1.4527888454
   31         1.3301210045
   32         1.4222280160
   33         1.4495121105
   34         1.2602900199
   35         1.2158175639
   36         1.3863629212
   37         1.3885434902
   38         1.4145743281
   39         1.3981551818
   40         1.4744671463
   41         1.3838545984
   42         1.2125362756
   43         1.4388461508
   44         1.3562157976
   45         1.5109013465
   46         1.3108666951
   47         1.3945793039
   48         1.5055981118
   49         1.4984683515
   50         1.3341079297
   51         1.3962726585
   52         1.2453422781
   53         1.3575522970
   54         1.4913261959
   55         1.4827163719
   56         1.4619828004
   57         1.7137238347
   58         1.5660292459
   59         1.8976257980
   60         1.4718187161
