#This file was generated on Wed Aug 31 17:20:34 2022
#Using the somd command, of the molecular library Sire version <2022.3.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 200000 moves, 10 cycles and 4000 ps of simulation time 
#Generating lambda is		 0.00000
#Alchemical array is		 (0.0, 0.125, 0.25, 0.375, 0.5, 0.625, 0.75, 0.875, 1.0)
#Generating temperature is 	300 t
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -6.61871662e+04           -1.04596514e+02            1.11026254e+00            9.00687865e-01     9.702634439345100e+03     9.702055526377857e+03     9.714107689143195e+03     9.733903037662916e+03     9.761717833258530e+03     9.798626732375638e+03     9.845799570037565e+03     9.904393321367075e+03     9.975585831995662e+03
     250           -6.43455248e+04           -7.64416349e+01            1.07943919e+00            9.26406983e-01     9.641002840365223e+03     9.641683893316695e+03     9.653074767065784e+03     9.671713129083897e+03     9.698158191476277e+03     9.733537789152244e+03     9.779030658233634e+03     9.835794809387158e+03     9.905003952188288e+03
     500           -6.33688497e+04           -9.76512295e+01            1.10257817e+00            9.06965171e-01     9.723998536210574e+03     9.723265275124237e+03     9.734340379406276e+03     9.752929706265239e+03     9.779405036833525e+03     9.814847897803362e+03     9.860421983118778e+03     9.917278535940339e+03     9.986586949005576e+03
     750           -6.31086937e+04           -5.84581037e+01            1.06020057e+00            9.43217757e-01     9.616209286105499e+03     9.617541117003213e+03     9.629118276341906e+03     9.648144701774530e+03     9.675145734960730e+03     9.711216447137518e+03     9.757518129967233e+03     9.815197911386611e+03     9.885423584255674e+03
    1000           -6.30508085e+04           -5.95754150e+01            1.06138580e+00            9.42164478e-01     9.625919317284959e+03     9.627837733494960e+03     9.640324342308861e+03     9.660233016568471e+03     9.688094283827173e+03     9.725025739040124e+03     9.772205209837151e+03     9.830791740756385e+03     9.901962082065522e+03
    1250           -6.28567669e+04           -4.87465287e+01            1.04995418e+00            9.52422511e-01     9.605488005957637e+03     9.606646230972634e+03     9.616841985996449e+03     9.634003352737283e+03     9.658785044065140e+03     9.692318448953567e+03     9.735783876439242e+03     9.790342242622328e+03     9.857171897831857e+03
    1500           -6.28996470e+04           -9.68986226e+01            1.10174868e+00            9.07648016e-01     9.532177595789084e+03     9.530967219881066e+03     9.541303230056425e+03     9.559035211853334e+03     9.584497653261195e+03     9.618770689997928e+03     9.663029776512320e+03     9.718438492211108e+03     9.786180526124090e+03
    1750           -6.30104477e+04           -1.71253912e+02            1.18679205e+00            8.42607598e-01     9.571130358774262e+03     9.564394085822174e+03     9.571572095922385e+03     9.586271837979224e+03     9.608478044666195e+03     9.639208738233063e+03     9.679627814843203e+03     9.730896506657928e+03     9.794199038054852e+03
    2000           -6.29827263e+04           -5.89856915e+01            1.06076006e+00            9.42720258e-01     9.631250274148852e+03     9.632600995852888e+03     9.644040860393126e+03     9.662676416030943e+03     9.689057239626969e+03     9.724310793423825e+03     9.769625081245318e+03     9.826167766980901e+03     9.895123408821450e+03
    2250           -6.30212607e+04           -1.03390808e+02            1.10892470e+00            9.01774484e-01     9.552938855510609e+03     9.550771205652083e+03     9.559898088377064e+03     9.576278308690367e+03     9.600284462431529e+03     9.632996853645906e+03     9.675582167995559e+03     9.729195129518188e+03     9.795008107944630e+03
    2500           -6.31798108e+04           -6.54443916e+01            1.06763337e+00            9.36651131e-01     9.635510094108844e+03     9.638564385417429e+03     9.653415474862664e+03     9.676117866312949e+03     9.707125819129264e+03     9.747538963909485e+03     9.798524859449268e+03     9.861235399238976e+03     9.936842421309439e+03
    2750           -6.29966648e+04           -1.02814906e+02            1.10828625e+00            9.02293968e-01     9.666714717383358e+03     9.667236477151901e+03     9.681394708596494e+03     9.703729082751717e+03     9.734364529536500e+03     9.774347701389070e+03     9.824849392044744e+03     9.887032511535075e+03     9.962082989360626e+03
    3000           -6.29905843e+04           -1.49161627e+02            1.16086060e+00            8.61429873e-01     9.649446193127365e+03     9.644575087644314e+03     9.653210133387509e+03     9.669510281699562e+03     9.693546916400641e+03     9.726351988428492e+03     9.769086627300498e+03     9.822905540205229e+03     9.888985022081202e+03
    3250           -6.29292822e+04           -5.09880673e+01            1.05231034e+00            9.50290010e-01     9.618812556260014e+03     9.622359390522621e+03     9.637120821030281e+03     9.659735883963793e+03     9.690674643604527e+03     9.731028318475486e+03     9.781960242236533e+03     9.844620242640267e+03     9.920178313089660e+03
    3500           -6.31539592e+04           -7.48573660e+01            1.07773042e+00            9.27875823e-01     9.629299337055609e+03     9.629506309199423e+03     9.640534361388100e+03     9.658949969631081e+03     9.685172058070510e+03     9.720293020067056e+03     9.765489478001269e+03     9.821924299974282e+03     9.890779896327072e+03
    3750           -6.31023074e+04           -5.47761261e+01            1.05630411e+00            9.46697065e-01     9.669922610076936e+03     9.673018152915201e+03     9.687418358459663e+03     9.709616351039700e+03     9.740028737168466e+03     9.779742331355730e+03     9.829927824552156e+03     9.891743467160586e+03     9.966365329542004e+03
    4000           -6.31453629e+04           -2.23312955e+01            1.02258251e+00            9.77916202e-01     9.718260731166549e+03     9.723003724892806e+03     9.737195490357168e+03     9.758789203257751e+03     9.788475863700509e+03     9.827397725857607e+03     9.876735747845272e+03     9.937648793838076e+03     1.001131238612532e+04
    4250           -6.30982988e+04           -2.48308148e+01            1.02514167e+00            9.75474934e-01     9.545564164523619e+03     9.551261862652202e+03     9.567689242608663e+03     9.592029187902437e+03     9.624783163274800e+03     9.667050291665397e+03     9.720005078330480e+03     9.784808510713287e+03     9.862639749564507e+03
    4500           -6.31748289e+04           -8.51013281e+01            1.08882739e+00            9.18419218e-01     9.667235920882280e+03     9.666727662112393e+03     9.677478097185305e+03     9.695748636017570e+03     9.721893216561164e+03     9.756976403697232e+03     9.802158317222214e+03     9.858590584516929e+03     9.927442919892677e+03
    4750           -6.32962736e+04           -5.33692645e+01            1.05481908e+00            9.48029874e-01     9.602391329961947e+03     9.605280720833949e+03     9.618779008377101e+03     9.639747383297385e+03     9.668753332469090e+03     9.706929676649808e+03     9.755461659610251e+03     9.815512610810705e+03     9.888262629417341e+03
    5000           -6.31449395e+04           -9.50882541e+01            1.09975591e+00            9.09292682e-01     9.673844542901463e+03     9.673326234198172e+03     9.684854356277321e+03     9.704015693496996e+03     9.731097786214892e+03     9.767170027624872e+03     9.813401971689744e+03     9.870952181181563e+03     9.940996375165898e+03
    5250           -6.31973756e+04           -3.20712625e+01            1.03259109e+00            9.68437566e-01     9.543408236769999e+03     9.546990440619466e+03     9.560089471011135e+03     9.580563570951705e+03     9.609065944834732e+03     9.646725978840190e+03     9.694719272163864e+03     9.754201286250101e+03     9.826342517622114e+03
    5500           -6.32382101e+04           -3.29256408e+01            1.03347369e+00            9.67610508e-01     9.550452026314862e+03     9.555523590216095e+03     9.571299197827417e+03     9.594832144130285e+03     9.626679629621229e+03     9.667968233553838e+03     9.719881654986195e+03     9.783582892279423e+03     9.860252690431018e+03
    5750           -6.31162840e+04           -1.27346365e+02            1.13581035e+00            8.80428670e-01     9.658590622040951e+03     9.654970238165050e+03     9.664171166507194e+03     9.681002137108157e+03     9.705549077288755e+03     9.738843286756681e+03     9.782054068012212e+03     9.836346183832966e+03     9.902906691500240e+03
    6000           -6.30235417e+04           -6.46842639e+01            1.06682214e+00            9.37363376e-01     9.697276901538762e+03     9.698298182702314e+03     9.709862783134664e+03     9.728850509674543e+03     9.755738975463790e+03     9.791630349510973e+03     9.837700085302531e+03     9.895107336476582e+03     9.965030965260965e+03
    6250           -6.31012189e+04           -3.36244196e+01            1.03419611e+00            9.66934598e-01     9.637676280150321e+03     9.642508026421398e+03     9.658167477449308e+03     9.681752455016780e+03     9.713763331496835e+03     9.755288306737080e+03     9.807488007356187e+03     9.871511150078459e+03     9.948526147269904e+03
    6500           -6.32838371e+04           -1.14339191e+02            1.12113234e+00            8.91955362e-01     9.645553053739683e+03     9.641947897357721e+03     9.649458295731116e+03     9.664005618581317e+03     9.685960908329827e+03     9.716411880709360e+03     9.756531912911241e+03     9.807480263659012e+03     9.870434539647391e+03
