# lambda_val.val 0.35000
    1        64.3826720140
    2        33.9015414677
    3        52.3674380239
    4        61.7506544261
    5        44.6483355353
    6        39.9710067123
    7        19.7741027177
    8        22.2590663969
    9        35.5929176134
   10        33.2625993618
   11        29.6028584373
   12        36.3485239016
   13        41.7519912163
   14        45.5771388285
   15        49.4813810218
   16        43.9874177672
   17        43.8147151411
   18        42.6547163971
   19        50.7297016188
   20        40.9870708781
   21        41.6916020879
   22        38.5758012021
   23        14.6157287184
   24        37.2150277628
   25        32.0991369518
   26        38.2643205396
   27        49.9823608760
   28        45.4651908034
   29        44.5730027048
   30        58.9742324932
   31        45.6744146373
   32        34.0385328683
   33        25.3586035900
   34        23.2190896416
   35        61.9578065495
   36        60.8252721302
   37        50.7800545017
   38        45.5368726125
   39        61.2641718795
   40        39.0384115257
   41        37.5172108418
   42        24.1960676989
   43        31.1971825581
   44        30.7742464647
   45        27.8232339573
   46        37.4334186430
   47        28.2213962754
   48        20.1058239532
   49        23.9677946275
   50        43.5130906051
   51        38.9178870341
   52        36.5350921668
   53        37.6708465169
   54        39.1134573278
   55        40.5271871706
   56        51.8087385914
   57        48.5144850987
   58        43.9389895831
   59        29.1295520595
   60        42.7472860707
   61        38.3069497867
   62        41.1286683085
   63        32.8923618794
   64        39.6097756076
   65        41.3825112800
   66        42.1222121181
   67        42.1204671639
   68        46.9340648973
   69        30.2872901190
   70        42.1994264904
   71        48.0634537657
   72        35.2387570339
   73        39.1922946698
   74        39.9082880832
   75        45.4836438297
   76        38.6876365825
   77        33.6993853610
   78        39.2874005696
   79        39.5819127264
   80        28.3223248264
