# lambda_val.val 0.00000
    1         7.8017996825
    2         7.4580726503
    3         8.2684997015
    4         8.0056717557
    5         8.0091053468
    6         7.5599585709
    7         8.1428433831
    8         8.2563051251
    9         7.8892079401
   10         8.1640617278
   11         8.5339879031
   12         8.0508210853
   13         7.8247225256
   14         8.2669641692
   15         8.0108487324
   16         8.2388074947
   17         7.8380030158
   18         7.9463568279
   19         7.8887475110
   20         7.9363639048
   21         7.3253623481
   22         7.6206596173
   23         7.4059897629
   24         7.7617861809
   25         7.6153334860
   26         7.9543239173
   27         8.5447786177
   28         7.7575876381
   29         7.7772696591
   30         7.7066741391
   31         7.6906667157
   32         7.8502372427
   33         8.4292094208
   34         7.8356752254
   35         7.7578977735
   36         7.8321257334
   37         8.1250851708
   38         8.5541730808
   39         8.2970646369
   40         7.6339263132
   41         7.8827942046
   42         7.8928104214
   43         8.0433110319
   44         7.4467674343
   45         7.7231661397
   46         8.4578376299
   47         7.8627619328
   48         7.8516625111
   49         7.8278364566
   50         8.0686120877
   51         7.7650623716
   52         7.6114355558
   53        13.0023217696
   54        15.3908009959
   55        18.3115657189
   56        25.7484839275
   57        23.3752247788
   58        24.6717725649
   59        21.3170878332
   60        23.6101984885
