# lambda_val.val 0.62500
    1        11.8423134643
    2        11.6799515998
    3        12.4521315593
    4        10.7004107131
    5        12.4400868172
    6        11.4924123408
    7        12.4430442707
    8        12.7211615742
    9        12.3049044651
   10        12.4767533971
