#This file was generated on Wed Aug 31 17:43:48 2022
#Using the somd command, of the molecular library Sire version <2022.3.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 200000 moves, 10 cycles and 4000 ps of simulation time 
#Generating lambda is		 0.12500
#Alchemical array is		 (0.0, 0.125, 0.25, 0.375, 0.5, 0.625, 0.75, 0.875, 1.0)
#Generating temperature is 	300 t
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -7.09603431e+04           -1.70873716e+01            1.01689100e+00            9.82726127e-01    -2.102005163830400e+01    -3.125919893500836e+01    -2.913951226087859e+01    -1.998030089224840e+01    -3.679898838443830e+00     2.075766012892962e+01     5.446041925447952e+01     9.855831914281819e+01     1.541981726338569e+02
     250           -6.86876715e+04           -1.24565676e+02            1.13147997e+00            8.81963272e-01     3.264981662231383e+01    -2.268414395422393e+01    -2.803916543848920e+01    -2.276475880317060e+01    -1.007495121225916e+01     1.054454998729213e+01     4.013989159170185e+01     7.982617256102192e+01     1.307528559420423e+02
     500           -6.76272099e+04           -1.38100070e+01            1.01343644e+00            9.85828335e-01    -5.127798431947672e+00    -2.029912948364372e+01    -1.667840322647821e+01    -5.232327723120242e+00     1.363422672484884e+01     4.086240869108408e+01     7.757239618074743e+01     1.248918554302641e+02     1.839656124384983e+02
     750           -6.70078105e+04           -2.38058936e+00            1.00190233e+00            9.97143433e-01    -1.102531728173422e+01    -2.571270141100209e+01    -2.040821848106144e+01    -6.956215339536115e+00     1.416353653314819e+01     4.387670926396709e+01     8.329841872798626e+01     1.335540711393876e+02     1.957846429050543e+02
    1000           -6.67540357e+04            3.14850704e+00            9.96526630e-01            1.00282157e+00    -1.779515332403538e+01    -2.546278020366108e+01    -2.085691466745723e+01    -9.132665750421809e+00     9.943837852535653e+00     3.740444498917044e+01     7.438214738279503e+01     1.220049901826524e+02     1.814147824076227e+02
    1250           -6.67906057e+04           -6.38000592e+00            1.00601003e+00            9.93254884e-01    -1.688165269243231e+01    -2.741250647541660e+01    -2.334703903394152e+01    -1.159996114542349e+01     7.643523253187723e+00     3.532259861038773e+01     7.255236639132613e+01     1.204588606864918e+02     1.801858624409808e+02
    1500           -6.64734939e+04           -2.30968251e+00            1.00201410e+00            9.97396101e-01    -2.296290690828734e+01    -2.998561602611643e+01    -2.631164572099101e+01    -1.569474775143765e+01     2.184906013825594e+00     2.835429286085571e+01     6.394218842795301e+01     1.100749115665811e+02     1.678916027539330e+02
    1750           -6.66756600e+04           -3.71537283e+01            1.03747598e+00            9.63178397e-01    -2.036346008595450e+01    -3.399560646728518e+01    -3.406399877131874e+01    -2.691561348975288e+01    -1.272494883250465e+01     9.433887063732600e+00     4.066809167194040e+01     8.209917534267635e+01     1.348698716343619e+02
    2000           -6.65841267e+04           -4.67604013e+01            1.04727706e+00            9.53775188e-01    -9.730220408507538e+00    -3.186700450035644e+01    -3.131933467317815e+01    -2.223985161810928e+01    -5.806528862512017e+00     1.876446325277986e+01     5.257151475554424e+01     9.674690440607333e+01     1.524470522180905e+02
    2250           -6.64203649e+04           -1.79566751e+01            1.01765941e+00            9.81760341e-01    -2.225259042979002e+01    -3.698508385894144e+01    -3.402626265751620e+01    -2.335009007716063e+01    -5.333737588867451e+00     2.096415765156089e+01     5.667175795667251e+01     1.029247697471029e+02     1.608780378571702e+02
    2500           -6.66340629e+04           -4.59391660e+01            1.04642178e+00            9.54562825e-01    -6.893137185964162e+00    -2.811751200360788e+01    -2.759155221845746e+01    -1.854975999707604e+01    -2.099619543888369e+00     2.253662961861552e+01     5.644766492653713e+01     1.007581962217970e+02     1.566186732288630e+02
    2750           -6.64664211e+04            3.72807336e+00            9.95939857e-01            1.00339348e+00    -1.038431473389705e+01    -1.894504051912441e+01    -1.419952331015938e+01    -2.325215949203079e+00     1.690662983067994e+01     4.453808276746115e+01     8.170670038811504e+01     1.295431902061388e+02     1.891914615118876e+02
    3000           -6.66630098e+04            1.86420137e+00            9.97879542e-01            1.00160698e+00    -1.417530509403402e+01    -1.967457143414871e+01    -1.576373201713952e+01    -5.119497895580378e+00     1.275119715654568e+01     3.890912969950342e+01     7.449170106180306e+01     1.206285618012528e+02     1.784639359257762e+02
    3250           -6.65983932e+04            1.24910971e+01            9.87167295e-01            1.01213953e+00    -1.453094720947207e+01    -2.383810100174787e+01    -1.702200430334582e+01    -2.040071455513992e+00     2.079835122761469e+01     5.242111057018599e+01     9.394795076742403e+01     1.465102339285185e+02     2.112570273320744e+02
